"form","coordinates","name","season","set","rank","rankindex","precedence","vigil","coincideswith","color","tide"
"of","Y072","Monday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y073","Tuesday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y074","Wednesday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y075","Thursday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y076","Friday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y077","Saturday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y082","Monday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y083","Tuesday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y084","Wednesday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y085","Thursday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y086","Friday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y087","Saturday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y092","Monday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y093","Tuesday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y094","Wednesday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y095","Thursday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y096","Friday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y097","Saturday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y102","Monday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y103","Tuesday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y104","Wednesday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y105","Thursday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y106","Friday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y107","Saturday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary before Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y061-","Sixth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y071-","Seventh Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y081-","Eighth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y091-","Ninth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y101-","Tenth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y111-","Eleventh Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y121-","Twelfth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y131-","Thirtheenth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y141-","Fourteenth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y151-","Fifteenth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y161-","Sixteenth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y171-","Seventeenth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y181-","Eighteenth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y191-","Nineteenth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y201-","Twentieth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y211-","Twenty-first Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y221-","Twenty-second Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y231-","Twenth-third Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y241-","Twenty-fourth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y251-","Twenty-fifth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y261-","Twenty-sixth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y271-","Twenty-seventh Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y281-","Twenty-eighth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y291-","Twenty-ninth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y301-","Thirtieth Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y311-","Thirty-first Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y321-","Thirty-second Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y331-","Thirty-third Sunday of Ordinary Time","Ordinary Time","Ordinary after Easter","Sunday of Ordinary Time","8","6","true","","green",""
"of","Y062-","Monday in the Sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y063-","Tuesday in the Sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y064-","Wednesday in the Sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y065-","Thursday in the Sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y066-","Friday in the Sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y067-","Saturday in the Sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y072-","Monday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y073-","Tuesday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y074-","Wednesday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y075-","Thursday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y076-","Friday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y077-","Saturday in the Seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y082-","Monday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y083-","Tuesday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y084-","Wednesday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y085-","Thursday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y086-","Friday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y087-","Saturday in the Eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y092-","Monday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y093-","Tuesday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y094-","Wednesday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y095-","Thursday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y096-","Friday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y097-","Saturday in the Ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y102-","Monday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y103-","Tuesday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y104-","Wednesday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y105-","Thursday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y106-","Friday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y107-","Saturday in the Tenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y112-","Monday in the Eleventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y113-","Tuesday in the Eleventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y114-","Wednesday in the Eleventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y115-","Thursday in the Eleventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y116-","Friday in the Eleventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y117-","Saturday in the Eleventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y122-","Monday in the Twelfth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y123-","Tuesday in the Twelfth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y124-","Wednesday in the Twelfth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y125-","Thursday in the Twelfth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y126-","Friday in the Twelfth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y127-","Saturday in the Twelfth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y132-","Monday in the Thirtheenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y133-","Tuesday in the Thirtheenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y134-","Wednesday in the Thirtheenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y135-","Thursday in the Thirtheenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y136-","Friday in the Thirtheenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y137-","Saturday in the Thirtheenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y142-","Monday in the Fourteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y143-","Tuesday in the Fourteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y144-","Wednesday in the Fourteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y145-","Thursday in the Fourteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y146-","Friday in the Fourteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y147-","Saturday in the Fourteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y152-","Monday in the Fifteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y153-","Tuesday in the Fifteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y154-","Wednesday in the Fifteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y155-","Thursday in the Fifteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y156-","Friday in the Fifteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y157-","Saturday in the Fifteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y162-","Monday in the Sixteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y163-","Tuesday in the Sixteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y164-","Wednesday in the Sixteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y165-","Thursday in the Sixteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y166-","Friday in the Sixteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y167-","Saturday in the Sixteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y172-","Monday in the Seventeenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y173-","Tuesday in the Seventeenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y174-","Wednesday in the Seventeenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y175-","Thursday in the Seventeenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y176-","Friday in the Seventeenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y177-","Saturday in the Seventeenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y182-","Monday in the Eighteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y183-","Tuesday in the Eighteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y184-","Wednesday in the Eighteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y185-","Thursday in the Eighteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y186-","Friday in the Eighteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y187-","Saturday in the Eighteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y192-","Monday in the Nineteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y193-","Tuesday in the Nineteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y194-","Wednesday in the Nineteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y195-","Thursday in the Nineteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y196-","Friday in the Nineteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y197-","Saturday in the Nineteenth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y202-","Monday in the Twentieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y203-","Tuesday in the Twentieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y204-","Wednesday in the Twentieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y205-","Thursday in the Twentieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y206-","Friday in the Twentieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y207-","Saturday in the Twentieth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y212-","Monday in the Twenty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y213-","Tuesday in the Twenty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y214-","Wednesday in the Twenty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y215-","Thursday in the Twenty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y216-","Friday in the Twenty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y217-","Saturday in the Twenty-first Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y222-","Monday in the Twenty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y223-","Tuesday in the Twenty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y224-","Wednesday in the Twenty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y225-","Thursday in the Twenty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y226-","Friday in the Twenty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y227-","Saturday in the Twenty-second Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y232-","Monday in the Twenth-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y233-","Tuesday in the Twenth-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y234-","Wednesday in the Twenth-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y235-","Thursday in the Twenth-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y236-","Friday in the Twenth-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y237-","Saturday in the Twenth-third Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y242-","Monday in the Twenty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y243-","Tuesday in the Twenty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y244-","Wednesday in the Twenty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y245-","Thursday in the Twenty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y246-","Friday in the Twenty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y247-","Saturday in the Twenty-fourth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y252-","Monday in the Twenty-fifth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y253-","Tuesday in the Twenty-fifth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y254-","Wednesday in the Twenty-fifth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y255-","Thursday in the Twenty-fifth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y256-","Friday in the Twenty-fifth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y257-","Saturday in the Twenty-fifth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y262-","Monday in the Twenty-sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y263-","Tuesday in the Twenty-sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y264-","Wednesday in the Twenty-sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y265-","Thursday in the Twenty-sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y266-","Friday in the Twenty-sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y267-","Saturday in the Twenty-sixth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y272-","Monday in the Twenty-seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y273-","Tuesday in the Twenty-seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y274-","Wednesday in the Twenty-seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y275-","Thursday in the Twenty-seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y276-","Friday in the Twenty-seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y277-","Saturday in the Twenty-seventh Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y282-","Monday in the Twenty-eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y283-","Tuesday in the Twenty-eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y284-","Wednesday in the Twenty-eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y285-","Thursday in the Twenty-eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y286-","Friday in the Twenty-eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y287-","Saturday in the Twenty-eighth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y292-","Monday in the Twenty-ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y293-","Tuesday in the Twenty-ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y294-","Wednesday in the Twenty-ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y295-","Thursday in the Twenty-ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y296-","Friday in the Twenty-ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
"of","Y297-","Saturday in the Twenty-ninth Week of Ordinary Time","Ordinary Time","Ordinary after Easter","Weekday of Ordinary Time","13","13","","","green",""
